year,scenario_code,scenario,s_mil_2025_assumed,g_world,d_mil,d_rest,epsilon,m_NATO,m_nonNATO,M_NATO,M_nonNATO,M_global,eta_mil,eta_rest,E_mil_Gt,E_rest_Gt,E_world_Gt,s_mil,model_family,cum_E_mil_Gt,E_mil_S0_Gt,incremental_E_mil_vs_S0_Gt,cum_incremental_E_mil_vs_S0_Gt,combined_model,combined_model_label,projected_pathway,trajectory_label,analysis,ssp,GDP_world,GDP_NATO,GDP_nonNATO,s_NATO_GDP,economy_GHG_intensity,intensity_multiplier_q,E_world_AR6_Gt,GDP_model_basis,bloc_split_basis,ar6_model,ar6_scenario,world_GHG_minus_AR6_Gt,E_world_S0_Gt,incremental_E_world_vs_S0_Gt,cum_incremental_E_world_vs_S0_Gt,GDP_valuation,GDP_world_2025_calibrated,s_NATO_GDP_2025_calibrated,m_nonNATO_2025_calibrated
2026,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.02817523080613562,0.023599450326672138,2.0443165356909425,1.7000261935283787,3.744342729219321,0.7385488535962761,0.32537466976619156,2.7653800301364813,45.82888147812481,48.5942615082613,0.05690754307823674,,5.473291365938072,2.669741663996209,0.09563836614027243,0.09563836614027243,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP1-2.6,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP1-2.6 — IMAGE 3.0.1 / SSP1-26 — S3: NATO 5%; non-NATO 3.5%,SA1_AR6_fixed_split,SSP1-2.6,144.59391012503605,72.55722410074308,72.03668602429296,0.5018,0.33570402436194363,0.9448091372798489,48.54075752720379,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,IMAGE 3.0.1,SSP1-26,0.053503981057509975,48.540757527203795,0.05350398105750287,0.05350398105750287,,,,
2027,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.029889421405294894,0.024494887749248,2.263022549179857,1.8412802424659085,4.1043027916457655,0.6976527219887668,0.307357492904142,2.863378014457763,45.1135757111419,47.976953725599664,0.05968236397072277,,8.336669380395834,2.6316008498429095,0.23177716461485343,0.32741553075512586,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP1-2.6,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP1-2.6 — IMAGE 3.0.1 / SSP1-26 — S3: NATO 5%; non-NATO 3.5%,SA1_AR6_fixed_split,SSP1-2.6,150.8831409610859,75.71316013427291,75.16998082681299,0.5018,0.31711487363125757,0.8924916248579884,47.847288178961975,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,IMAGE 3.0.1,SSP1-26,0.12966554663768903,47.84728817896199,0.12966554663767482,0.1831695276951777,,,,
2028,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.03223517646908584,0.025720233909322272,2.546784156531277,2.017483853045227,4.564268009576503,0.6588900561684657,0.29028023453575763,3.0073508051977935,44.378523844200934,47.38587464939873,0.06346513233001921,,11.344020185593628,2.5934888930349977,0.4138619121627958,0.7412774429179216,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP1-2.6,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP1-2.6 — IMAGE 3.0.1 / SSP1-26 — S3: NATO 5%; non-NATO 3.5%,SA1_AR6_fixed_split,SSP1-2.6,157.44592705596344,79.00636619668245,78.43956085928099,0.5018,0.2994954800765753,0.842903407810446,47.15434350972723,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,IMAGE 3.0.1,SSP1-26,0.23153113967150318,47.15434350972723,0.23153113967150318,0.4147006673666809,,,,
2029,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.03517969004118492,0.027258352042179364,2.900312606076575,2.2311330213616283,5.131445627438204,0.6221537481536524,0.27409570722853216,3.1925481305573493,43.625818657170015,46.81836678772736,0.06819007901391001,,14.536568316150978,2.5554057937303276,0.6371423368270217,1.3784197797449433,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP1-2.6,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP1-2.6 — IMAGE 3.0.1 / SSP1-26 — S3: NATO 5%; non-NATO 3.5%,SA1_AR6_fixed_split,SSP1-2.6,164.2941669202464,82.44281296057964,81.85135395966675,0.5018,0.28279715825166013,0.7959074652762288,46.46192352236958,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,IMAGE 3.0.1,SSP1-26,0.3564432653577825,46.46192352236959,0.3564432653577754,0.7711439327244562,,,,
2030,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.03849999999998644,0.028992773986343784,3.3121061357172126,2.4763176432651144,5.788423778982327,0.5873419249771357,0.2587590298850318,3.399783964930906,42.86391273462459,46.263696699555496,0.0734870796644223,,17.936352281081884,2.517351551921414,0.882432413009492,2.2608521927544354,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP1-2.6,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP1-2.6 — IMAGE 3.0.1 / SSP1-26 — S3: NATO 5%; non-NATO 3.5%,SA1_AR6_fixed_split,SSP1-2.6,171.44027659999995,86.02873079787997,85.41154580211997,0.5018,0.26697360226233435,0.7513734734321051,45.77002821675297,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,IMAGE 3.0.1,SSP1-26,0.4936684828025264,45.77002821675298,0.4936684828025122,1.2648124155269684,,,,
2031,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.041820309958787966,0.0307271959305082,3.7292997246872592,2.7204204925935875,6.449720217280847,0.5532170853428023,0.24372500962654928,3.568095419880656,41.74016579989023,45.308261219770884,0.07875154163549469,,21.50444770096254,2.457791159062216,1.11030426081844,3.3711564535728753,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP1-2.6,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP1-2.6 — IMAGE 3.0.1 / SSP1-26 — S3: NATO 5%; non-NATO 3.5%,SA1_AR6_fixed_split,SSP1-2.6,177.7089843520823,89.1743683478749,88.5346160042074,0.5018,0.2514623115194556,0.7077183243681919,44.687111982949375,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,IMAGE 3.0.1,SSP1-26,0.621149236821509,44.68711198294938,0.6211492368215019,1.8859616523484704,,,,
2032,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.04476482353088705,0.032265314063365295,4.137837628104299,2.961048567801297,7.098886195905596,0.5207774535212345,0.22943342357928512,3.69693987594076,40.6344995989088,44.33143947484956,0.08339318370291439,,25.2013875769033,2.398270101122313,1.298669774818447,4.669826228391322,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP1-2.6,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP1-2.6 — IMAGE 3.0.1 / SSP1-26 — S3: NATO 5%; non-NATO 3.5%,SA1_AR6_fixed_split,SSP1-2.6,184.20690718512637,92.43502602549641,91.77188115962996,0.5018,0.2367170243278338,0.6662190242125305,43.60491092949658,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,IMAGE 3.0.1,SSP1-26,0.7265285453529771,43.60491092949659,0.72652854535297,2.6124901977014403,,,,
2033,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.04711057859467799,0.033490660223439564,4.513895826318318,3.1858833431449707,7.699779169463289,0.4899462991174637,0.21585046744335812,3.772478308100277,39.55301104744752,43.325489355547795,0.0870729532248714,,28.973865885003576,2.3387883782521084,1.4336899298481685,6.103516158239491,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP1-2.6,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP1-2.6 — IMAGE 3.0.1 / SSP1-26 — S3: NATO 5%; non-NATO 3.5%,SA1_AR6_fixed_split,SSP1-2.6,190.94242634059682,95.81490953771149,95.12751680288534,0.5018,0.2227028632352107,0.6267774134758466,42.52342505912923,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,IMAGE 3.0.1,SSP1-26,0.802064296418564,42.52342505912924,0.8020642964185569,3.4145544941199972,,,,
2034,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.04882476919383726,0.034386097646015426,4.849196900768717,3.3906704260004386,8.239867326769154,0.4606502187228109,0.2029438026541055,3.7956966863231543,38.495265767464474,42.29096245378763,0.08975195800925091,,32.76956257132673,2.279345990470547,1.5163506958526072,7.619866854092098,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP1-2.6,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP1-2.6 — IMAGE 3.0.1 / SSP1-26 — S3: NATO 5%; non-NATO 3.5%,SA1_AR6_fixed_split,SSP1-2.6,197.92422951976133,99.31837837301624,98.60585114674508,0.5018,0.20938646305582312,0.5892995888084974,41.44265437219176,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,IMAGE 3.0.1,SSP1-26,0.8483080815958672,41.44265437219176,0.8483080815958672,4.2628625757158645,,,,
2035,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.049999999999972886,0.03499999999998584,5.147497571219787,3.5773979732710943,8.724895544490881,0.4328189962923145,0.19068249487004066,3.77630053232183,37.45698789693519,41.233288429257016,0.09158378281666135,,36.545863103648564,2.219942937618257,1.5563575947035733,9.176224448795672,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP1-2.6,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP1-2.6 — IMAGE 3.0.1 / SSP1-26 — S3: NATO 5%; non-NATO 3.5%,SA1_AR6_fixed_split,SSP1-2.6,205.16132208938131,102.94995142445156,102.21137066492976,0.5018,0.19673590740559746,0.5536957243844183,40.36259886578648,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,IMAGE 3.0.1,SSP1-26,0.8706895634705347,40.36259886578649,0.8706895634705276,5.133552139186392,,,,
2025,S0,Baseline,0.055,,,,,0.027,0.022985547972701727,1.7930508017844657,1.515502852808012,3.308553654592478,0.9100880620821836,0.40094788749075233,3.0110751838029945,51.73574633988782,54.74682152369081,0.055,,3.0110751838029945,3.0110751838029945,0.0,0.0,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S0: Baseline,SA1_AR6_fixed_split,SSP2-4.5,132.3421461836991,66.40928895498021,65.93285722871889,0.5018,0.41367639185553806,1.0,54.74682152369081,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,0.0,54.74682152369081,0.0,0.0,,,,
2026,S0,Baseline,0.055,,,,,0.027,0.022985547972701727,1.8561374049847692,1.5688242238639107,3.42496162884868,0.8836639841685245,0.3893065105078116,3.026515238572744,52.001034553658975,55.02754979223172,0.05499999999999999,,6.037590422375739,3.026515238572744,0.0,0.0,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S0: Baseline,SA1_AR6_fixed_split,SSP2-4.5,136.9984651539472,68.74582981425071,68.25263533969648,0.5018,0.40166544734932935,0.9709653614693026,55.02754979223171,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,7.105427357601002e-15,55.02754979223172,0.0,0.0,,,,
2027,S0,Baseline,0.055,,,,,0.027,0.022985547972701727,1.9214436438470386,1.62402165117798,3.5454652950250187,0.857981088680002,0.37799166843944154,3.04194217370273,52.2660973481651,55.308039521867826,0.05499999999999999,,9.079532596078469,3.04194217370273,0.0,0.0,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S0: Baseline,SA1_AR6_fixed_split,SSP2-4.5,141.81861180100074,71.16457940174217,70.65403239925857,0.5018,0.3899914039454555,0.9427451303086358,55.308039521867826,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,0.0,55.308039521867826,0.0,0.0,,,,
2028,S0,Baseline,0.055,,,,,0.027,0.022985547972701727,1.9890476139133,1.6811611418129375,3.6702087557262377,0.8330196434049916,0.3669946680735278,3.057355988916948,52.530934718663936,55.58829070758088,0.05499999999999999,,12.136888584995416,3.057355988916948,0.0,0.0,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S0: Baseline,SA1_AR6_fixed_split,SSP2-4.5,146.8083502290495,73.66843014493703,73.13992008411246,0.5018,0.3786452924568144,0.9153176248671279,55.58829070758088,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,0.0,55.58829070758088,0.0,0.0,,,,
2029,S0,Baseline,0.055,,,,,0.027,0.022985547972701727,2.0590301584349526,1.7403110252204663,3.799341183655419,0.8087603972561511,0.35630702816180093,3.072756685004812,52.79554667871905,55.86830336372386,0.05499999999999999,,15.209645270000228,3.072756685004812,0.0,0.0,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S0: Baseline,SA1_AR6_fixed_split,SSP2-4.5,151.97364734621675,76.26037623833157,75.71327110788518,0.5018,0.3676183623891596,0.8886616921507511,55.868303363723854,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,7.105427357601002e-15,55.86830336372386,0.0,0.0,,,,
2030,S0,Baseline,0.055,,,,,0.027,0.022985547972701727,2.1314749650479983,1.8015420349519986,3.933016999999997,0.7851845698105682,0.345920474811649,3.088144261202649,53.059933215209156,56.14807747641181,0.05499999999999999,,18.297789531202877,3.088144261202649,0.0,0.0,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S0: Baseline,SA1_AR6_fixed_split,SSP2-4.5,157.32067999999987,78.94351722399993,78.37716277599993,0.5018,0.356902077186622,0.8627566963290897,56.14807747641181,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,0.0,56.14807747641181,0.0,0.0,,,,
2031,S0,Baseline,0.055,,,,,0.027,0.022985547972701727,2.1879166121236,1.8492470286282119,4.037163640751812,0.7646412808910803,0.33686993493802847,3.0869819774313627,53.03996306677524,56.12694504420661,0.054999999999999986,,21.38477150863424,3.0869819774313627,0.0,0.0,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S0: Baseline,SA1_AR6_fixed_split,SSP2-4.5,161.48654563007247,81.03394859717037,80.4525970329021,0.5018,0.3475642185868547,0.8401838379702106,56.12694504420659,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,1.4210854715202004e-14,56.12694504420661,0.0,0.0,,,,
2032,S0,Baseline,0.055,,,,,0.027,0.022985547972701727,2.2458528390450105,1.898215254789427,4.144068093834438,0.7446365088291103,0.3280566437498878,3.0858243977429813,53.02007374303851,56.10589814078149,0.054999999999999986,,24.470595906377223,3.0858243977429813,0.0,0.0,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S0: Baseline,SA1_AR6_fixed_split,SSP2-4.5,165.76272375337751,83.17973477944484,82.58298897393267,0.5018,0.3384711403768683,0.8182026991162393,56.105898140781484,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,7.105427357601002e-15,56.10589814078149,0.0,0.0,,,,
2033,S0,Baseline,0.055,,,,,0.027,0.022985547972701727,2.3053232224197746,1.9484801639444522,4.253803386364227,0.7251561112405603,0.3194743706864008,3.08467152163781,53.00026523541328,56.08493675705109,0.055,,27.555267428015032,3.08467152163781,0.0,0.0,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S0: Baseline,SA1_AR6_fixed_split,SSP2-4.5,170.15213545456908,85.38234157110277,84.7697938834663,0.5018,0.3296164142002547,0.7967977401895385,56.08493675705109,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,0.0,56.08493675705109,0.0,0.0,,,,
2034,S0,Baseline,0.055,,,,,0.027,0.022985547972701727,2.366368386847533,2.0000760923745506,4.366444479222084,0.7061863179461751,0.31111704916509825,3.0835233492982477,52.98053754703354,56.06406089633179,0.054999999999999986,,30.63879077731328,3.0835233492982477,0.0,0.0,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S0: Baseline,SA1_AR6_fixed_split,SSP2-4.5,174.65777916888334,87.64327358694567,87.01450558193767,0.5018,0.3209937808846251,0.7759538305892034,56.064060896331775,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,1.4210854715202004e-14,56.06406089633179,0.0,0.0,,,,
2035,S0,Baseline,0.055,,,,,0.027,0.022985547972701727,2.429030032670945,2.053038285588774,4.482068318259719,0.6877137211119276,0.3029787722381221,3.082379881428271,52.96089068999486,56.043270571423136,0.05499999999999997,,33.72117065874155,3.082379881428271,0.0,0.0,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S0: Baseline,SA1_AR6_fixed_split,SSP2-4.5,179.28273273038877,89.96407528410909,89.31865744627969,0.5018,0.3125971459599672,0.7556562378573702,56.04327057142313,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,7.105427357601002e-15,56.043270571423136,0.0,0.0,,,,
2025,S1,"NATO→3.5%, nonNATO holds",0.055,,,,,0.027,0.022985547972701727,1.7930508017844657,1.515502852808012,3.308553654592478,0.9100880620821836,0.40094788749075233,3.0110751838029945,51.73574633988782,54.74682152369081,0.055,,3.0110751838029945,3.0110751838029945,0.0,0.0,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S1: NATO 3.5%,SA1_AR6_fixed_split,SSP2-4.5,132.3421461836991,66.40928895498021,65.93285722871889,0.5018,0.41367639185553806,1.0,54.74682152369081,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,0.0,54.74682152369081,0.0,0.0,,,,
2026,S1,"NATO→3.5%, nonNATO holds",0.055,,,,,0.02740877593256891,0.022985547972701727,1.8842390456773133,1.5688242238639107,3.4530632695412242,0.8836639841685245,0.3893065105078116,3.05134764634879,51.99009440198142,55.04144204833021,0.05543727658278819,,6.062422830151784,3.026515238572744,0.024832407776045784,0.024832407776045784,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S1: NATO 3.5%,SA1_AR6_fixed_split,SSP2-4.5,136.9984651539472,68.74582981425071,68.25263533969648,0.5018,0.40166544734932935,0.9709653614693026,55.02754979223171,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,0.013892256098500866,55.02754979223172,0.01389225609849376,0.01389225609849376,,,,
2027,S1,"NATO→3.5%, nonNATO holds",0.055,,,,,0.028005016140972137,0.022985547972701727,1.9929651948112828,1.62402165117798,3.6169868459892625,0.857981088680002,0.37799166843944154,3.1033063118631143,52.23906279778675,55.342369109649866,0.056074692171463277,,9.165729142014898,3.04194217370273,0.06136413816038422,0.08619654593643,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S1: NATO 3.5%,SA1_AR6_fixed_split,SSP2-4.5,141.81861180100074,71.16457940174217,70.65403239925857,0.5018,0.3899914039454555,0.9427451303086358,55.308039521867826,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,0.03432958778203954,55.308039521867826,0.03432958778203954,0.0482218438805333,,,,
2028,S1,"NATO→3.5%, nonNATO holds",0.055,,,,,0.028820930945768986,0.022985547972701727,2.1231927380904367,1.6811611418129375,3.804353879903374,0.8330196434049916,0.3669946680735278,3.169101512423505,52.48170417334286,55.650805685766365,0.056946192842524404,,12.334830654438404,3.057355988916948,0.11174552350655675,0.19794206944298676,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S1: NATO 3.5%,SA1_AR6_fixed_split,SSP2-4.5,146.8083502290495,73.66843014493703,73.13992008411246,0.5018,0.3786452924568144,0.9153176248671279,55.58829070758088,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,0.06251497818548302,55.58829070758088,0.06251497818548302,0.11073682206601632,,,,
2029,S1,"NATO→3.5%, nonNATO holds",0.055,,,,,0.029845109579542582,0.022985547972701727,2.275999285410151,1.7403110252204663,4.016310310630617,0.8087603972561511,0.35630702816180093,3.2482327223295937,52.718239053883664,55.96647177621326,0.0580389047091968,,15.583063376767997,3.072756685004812,0.17547603732478168,0.37341810676776843,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S1: NATO 3.5%,SA1_AR6_fixed_split,SSP2-4.5,151.97364734621675,76.26037623833157,75.71327110788518,0.5018,0.3676183623891596,0.8886616921507511,55.868303363723854,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,0.09816841248940733,55.86830336372386,0.09816841248940023,0.20890523455541654,,,,
2030,S1,"NATO→3.5%, nonNATO holds",0.055,,,,,0.030999999999995285,0.022985547972701727,2.4472490339436255,1.8015420349519986,4.248791068895624,0.7851845698105682,0.345920474811649,3.3360851876457946,52.95070049936358,56.28678568700937,0.05926942082279432,,18.919148564413792,3.088144261202649,0.24794092644314558,0.621359033210914,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S1: NATO 3.5%,SA1_AR6_fixed_split,SSP2-4.5,157.32067999999987,78.94351722399993,78.37716277599993,0.5018,0.356902077186622,0.8627566963290897,56.14807747641181,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,0.13870821059756366,56.14807747641181,0.13870821059756366,0.3476134451529802,,,,
2031,S1,"NATO→3.5%, nonNATO holds",0.055,,,,,0.03215489042044799,0.022985547972701727,2.605637737478228,1.8492470286282119,4.45488476610644,0.7646412808910803,0.33686993493802847,3.406388793777789,52.89924537845479,56.30563417223258,0.0604981871504729,,22.325537358191582,3.0869819774313627,0.3194068163464263,0.9407658495573403,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S1: NATO 3.5%,SA1_AR6_fixed_split,SSP2-4.5,161.48654563007247,81.03394859717037,80.4525970329021,0.5018,0.3475642185868547,0.8401838379702106,56.12694504420659,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,0.17868912802598658,56.12694504420661,0.17868912802597237,0.5263025731789526,,,,
2032,S1,"NATO→3.5%, nonNATO holds",0.055,,,,,0.033179069054221584,0.022985547972701727,2.7598261641590374,1.898215254789427,4.658041418948464,0.7446365088291103,0.3280566437498878,3.4685477001871794,52.851461379024634,56.320009079211815,0.061586419407511236,,25.794085058378762,3.0858243977429813,0.38272330244419805,1.3234891520015384,SA1,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018),SSP2-4.5,SA1 — AR6 pathways; fixed NATO GDP share (s_NATO=0.5018) — SSP2-4.5 — MESSAGE-GLOBIOM 1.0 / SSP2-45 — S1: NATO 3.5%,SA1_AR6_fixed_split,SSP2-4.5,165.76272375337751,83.17973477944484,82.58298897393267,0.5018,0.3384711403768683,0.8182026991162393,56.105898140781484,AR6 World GDP level and trajectory (unrebased),Fixed original NATO GDP share = 0.5018,MESSAGE-GLOBIOM 1.0,SSP2-45,0.21411093843033058,56.10589814078149,0.21411093843032347,0.740413511609276,,,,
