year,scenario_code,scenario,s_mil_2025_assumed,g_world,d_mil,d_rest,epsilon,m_NATO,m_nonNATO,M_NATO,M_nonNATO,M_global,eta_mil,eta_rest,E_mil_Gt,E_rest_Gt,E_world_Gt,s_mil,model_family,cum_E_mil_Gt,E_mil_S0_Gt,incremental_E_mil_vs_S0_Gt,cum_incremental_E_mil_vs_S0_Gt,combined_model,combined_model_label,projected_pathway,trajectory_label,analysis,ssp,GDP_world,GDP_NATO,GDP_nonNATO,s_NATO_GDP,economy_GHG_intensity,intensity_multiplier_q,E_world_AR6_Gt,GDP_model_basis,bloc_split_basis,ar6_model,ar6_scenario,world_GHG_minus_AR6_Gt,E_world_S0_Gt,incremental_E_world_vs_S0_Gt,cum_incremental_E_world_vs_S0_Gt,GDP_valuation,GDP_world_2025_calibrated,s_NATO_GDP_2025_calibrated,m_nonNATO_2025_calibrated
2042,S2,"NATO→3.5%, nonNATO→3.5%",0.055,,,,,0.035,0.035,2.372085867946916,6.691031269870666,9.063117137817581,0.10725830348912786,0.04725365818052487,0.972094568525554,11.807889968733479,12.779984537259033,0.07606382978723404,,28.100568156273603,0.6898250843024566,0.2822694842230974,5.368194256974631,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S2: NATO/non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,258.9462039376452,67.77388194134045,191.17232199630473,0.26172958286602477,0.04875377431323994,0.18410495292365664,12.624604786046156,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.15537975121287673,12.622071539092266,0.15791299816676663,3.0031855983074767,,,,
2043,S2,"NATO→3.5%, nonNATO→3.5%",0.055,,,,,0.035,0.035,2.4110256710838915,6.896694279980589,9.307719951064481,0.09918941234639513,0.04369883201274751,0.9232272722309035,11.214306096958596,12.1375333691895,0.07606382978723404,,29.023795428504506,0.6549392605172362,0.26828801171366734,5.636482268688298,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S2: NATO/non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,265.9348557446994,68.88644774525403,197.04840799944537,0.2590350465806778,0.0450860965210887,0.17025499655054005,11.989964574427317,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.14756879476218288,11.987442173825212,0.15009119536428805,3.1532767936717647,,,,
2044,S2,"NATO→3.5%, nonNATO→3.5%",0.055,,,,,0.035,0.035,2.450637577071854,7.108286727894727,9.558924304966581,0.09147431772033003,0.040299874240425124,0.8743960789370979,10.62116076303314,11.495556841970238,0.07606382978723404,,29.898191507441606,0.6201033674764421,0.2542927114606558,5.890774980148954,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S2: NATO/non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,273.11212299904514,70.01821648776725,203.0939065112779,0.2563716898352844,0.04157923532742275,0.157012318951437,11.355793232949324,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.139763609020914,11.353295185209033,0.14226165676120495,3.2955384504329697,,,,
2045,S2,"NATO→3.5%, nonNATO→3.5%",0.055,,,,,0.035,0.035,2.4909338277547497,7.325974539544258,9.816908367299007,0.08409989764652431,0.03705100385825897,0.8256009888951545,10.02845397000618,10.854054958901333,0.07606382978723404,,30.72379249633676,0.5853169726867802,0.24028401620837436,6.1310589963573285,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S2: NATO/non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,280.48309620854303,71.16953793584999,209.31355827269306,0.2537391340080418,0.0382272262029656,0.14435439675462647,10.722090764872137,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.13196419402919624,10.719630334449096,0.13442462445223669,3.4299630748852064,,,,
2046,S2,"NATO→3.5%, nonNATO→3.5%",0.055,,,,,0.035,0.035,2.533319386025883,7.548535728348536,10.08185511437442,0.07705542303060489,0.03394749406243433,0.7768616107713884,9.436423901467844,10.213285512239231,0.07606382978723404,,31.500654107108147,0.5506025300167046,0.22625908075468382,6.357318077112012,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S2: NATO/non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,288.05300326784055,72.3805538864538,215.67244938138674,0.2512751232076276,0.03502519228663859,0.1322628138622381,10.08911182819985,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.12417368403938056,10.086707005523326,0.1265785067159051,3.5565415816011114,,,,
2047,S2,"NATO→3.5%, nonNATO→3.5%",0.055,,,,,0.035,0.035,2.5764578356816834,7.777494625138076,10.353952460819759,0.07032661277944442,0.030983053182552442,0.7281584054488469,8.844833218633898,9.572991624082745,0.07606382978723403,,32.22881251255699,0.5159354686604134,0.2122229367884335,6.569541013900445,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S2: NATO/non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,295.82721316627885,73.61308101947667,222.21413214680217,0.24883809785984817,0.03196664217247474,0.12071305730052176,9.456602668166845,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.11638895591589993,9.454265505599704,0.11872611848304082,3.6752677000841523,,,,
2048,S2,"NATO→3.5%, nonNATO→3.5%",0.055,,,,,0.035,0.035,2.620363173304528,8.013030219551007,10.633393392855535,0.06390164903626282,0.028152474750241664,0.6794913726547703,8.253681918191162,8.933173290845932,0.07606382978723404,,32.908303885211765,0.48131541852323334,0.198175954131537,6.767716968031983,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S2: NATO/non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,303.81123979587244,74.86751923727222,228.9437205586002,0.24642774667446443,0.02904620410739219,0.10968484215077766,8.824563281230784,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.10861000961514833,8.822305624198918,0.11086766664701386,3.786135366731166,,,,
2049,S2,"NATO→3.5%, nonNATO→3.5%",0.055,,,,,0.035,0.035,2.6650496682155715,8.25532643695649,10.920376105172062,0.05776911951013576,0.025450730972996875,0.6308605123153157,7.662969999242682,8.293830511557998,0.07606382978723403,,33.53916439752708,0.4467420154080576,0.18411849690725812,6.951835464939241,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S2: NATO/non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,312.0107458620589,76.14427623473061,235.86646962732829,0.2440437620965602,0.02625869068642535,0.09915857963325612,8.192993666432672,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.10083684512532542,8.190827156644847,0.1030033549131506,3.8891387216443167,,,,
2050,S2,"NATO→3.5%, nonNATO→3.5%",0.055,,,,,0.035,0.035,2.710531868040989,8.504572273459017,11.215104141500007,0.0519180042963748,0.02287296692777352,0.5822658250026882,7.072697468738946,7.654963293741634,0.07606382978723406,,34.12143022252977,0.4122149012440168,0.17005092375867142,7.121886388697912,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S2: NATO/non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,320.4315469000001,77.44376765831396,242.98777924168616,0.24168584025992457,0.02359909286198855,0.08911535448482234,7.561893831203742,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.09306946253789228,7.559829909820699,0.09513338392093473,3.9842721055652515,,,,
2025,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.027,0.024070130675639158,1.1873991188794069,2.276771681130518,3.4641708000099247,0.5825932533906624,0.25666695778749465,2.0182025366787157,34.67638903929793,36.694591575976645,0.05500000000000001,,2.0182025366787157,2.0182025366787157,0.0,0.0,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,138.56683200039697,43.97774514368174,94.58908685671523,0.31737569885090355,0.26481511517757383,1.0,36.694591575976645,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.0,36.694591575976645,0.0,0.0,,,,
2026,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.02817523080613562,0.0246286141163794,1.2772821500913931,2.444646054488792,3.721928204580185,0.5286412838450313,0.23289790826739143,1.9675649044483012,32.80878992275595,34.77635482720425,0.05657766359426343,,3.9857674411270168,1.9100949210929505,0.057469983355350696,0.057469983355350696,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,144.59391012503605,45.33351151158073,99.26039861345532,0.3135229656102325,0.24029149265683242,0.9073934185958498,34.74468649303279,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.03166833417146364,34.7442037875649,0.032151039639352064,0.032151039639352064,,,,
2027,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.029889421405294894,0.025443217561851517,1.3968261557354567,2.649911439386876,4.046737595122333,0.47819994401908644,0.21067549981260456,1.9351496914474322,30.934832669809587,32.86998236125702,0.05887285457531434,,5.920917132574449,1.8021915923790512,0.13295809906838096,0.19042808242373166,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,150.8831409610859,46.73312797844958,104.15001298263633,0.3097306145721242,0.2173636109177666,0.820812704637391,32.796504345916006,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.07347801534101706,32.79560020793205,0.07438215332497577,0.10653319296432784,,,,
2028,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.03223517646908584,0.026557947836381636,1.5530293708352196,2.9019294032437464,4.454958774078966,0.4310692601997735,0.18991163211598416,1.9203957829627096,29.054764485417447,30.975160268380158,0.06199792886699199,,7.841312915537159,1.6944899648612373,0.22590581810147237,0.416333900525204,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,157.44592705596344,48.17809427302516,109.26783278293829,0.3059977172728036,0.19594057281807886,0.7399146105640133,30.850045135218938,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.12511513316121992,30.848779391120594,0.12638087725956382,0.23291407022389166,,,,
2029,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.03517969004118492,0.027957215165375113,1.74737396317148,3.2045734840993365,4.9519474472708165,0.3870598739376787,0.17052288152499134,1.9167001546866522,27.171494413119383,29.088194567806035,0.06589271638082345,,9.75801307022381,1.5869875073915025,0.3297126472951497,0.7460465478203537,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,164.2941669202464,49.669964719013336,114.62420220123306,0.3023233608964627,0.17593630633530852,0.6643741095266902,28.90530888038478,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.18288568742125477,28.90373993994861,0.1844546278574235,0.41736869808131516,,,,
2030,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.03849999999998644,0.029535065337813138,1.9715984886940823,3.5509987271856027,5.522597215879685,0.3459925019508753,0.15243026309723878,1.9107772279891502,25.290875521004764,27.201652748993915,0.0702448945150887,,11.668790298212961,1.479681739039587,0.43109548894956307,1.1771420367699168,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,171.44027659999995,51.210350355708485,120.22992624429146,0.2987066480019229,0.1572693190685797,0.5938834683326951,26.962295561810947,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.23935718718296783,26.96048044748367,0.2411723015102467,0.6585409995915619,,,,
2031,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.041820309958787966,0.031112915510251166,2.19377772140355,3.896947173871769,6.090724895275319,0.3175411683113456,0.1398957594658376,1.9340558991087227,24.00866674491518,25.942722644023902,0.07455099935527572,,13.602846197321684,1.407079315349203,0.5269765837595197,1.7041186205294365,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,177.7089843520823,52.45723246827724,125.25175188380506,0.2951861587613793,0.14433689468697528,0.5450477952898914,25.64996295935584,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.2927596846680629,25.647910569193403,0.2948120748304994,0.9533530744220613,,,,
2032,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.04476482353088705,0.03251218283924464,2.4054766120200797,4.241898307562077,6.647374919582157,0.29068151672254855,0.12806248638825568,1.9322690238475706,22.738715183861302,24.670984207708873,0.07832152165391926,,15.535115221169255,1.3346128485705462,0.5976561752770244,2.3017747958064607,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,184.20690718512637,53.735867189565425,130.47103999556094,0.29171472454917957,0.132127962146613,0.49894418624108205,24.338883259701028,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.3321009480078452,24.33663110265879,0.3343531050500843,1.2877061794721456,,,,
2033,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.04711057859467799,0.03362691311377476,2.5933011285823917,4.569740047605025,7.163041176187416,0.2653361288096339,0.11689633646858,1.900613616193576,21.48313684416756,23.383750460361135,0.081279246432919,,17.43572883736283,1.2622809090289457,0.6383327071646303,2.9401075029710912,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,190.94242634059682,55.047108440212476,135.89531790038436,0.2882916567846543,0.12060733127710635,0.45543975537888826,23.02905646851484,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.3546939918462968,23.02664125355575,0.3571092068053865,1.644815386277532,,,,
2034,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.04882476919383726,0.034441516559246876,2.753318308888006,4.874590323209974,7.62790863209798,0.24143108591056997,0.10636474414241895,1.8416142642740256,20.240819482459965,22.08243374673399,0.08339725074671182,,19.277343101636855,1.190082093071149,0.6515321712028765,3.591639674173968,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,197.92422951976133,56.391834602579834,141.53239491718148,0.2849162769985648,0.10974140268662272,0.41440762402491554,21.72048257316767,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.36195117356632167,21.71794022438273,0.3644935223512604,2.0093089086287925,,,,
2035,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.049999999999972886,0.03499999999998712,2.8885474635228876,5.15866304865933,8.047210512182218,0.21889581852041462,0.0964366193481547,1.7615007318702116,19.009018546320043,20.770519278190253,0.08480773678681432,,21.038843833507066,1.118015025888421,0.6434857059817907,4.2351253801557585,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,205.16132208938131,57.770949270489076,147.39037281889225,0.2815879166801254,0.0994980993274612,0.3757266622063547,20.41316160340252,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.35735767478773184,20.4105272748438,0.3599920033464521,2.3693009119752446,,,,
2036,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.05,0.035,2.96286555161938,5.369200468266363,8.332066019885742,0.1976628687545031,0.08708224287785803,1.6469400721425305,17.7935993901497,19.440539462292232,0.08471678861263143,,22.685783905649597,1.0461195272084667,0.6008205449340638,4.835945925089822,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,212.66303869714082,59.25731103238759,153.40572766475321,0.27864414707615237,0.08984675852477415,0.3392810809327357,19.10708468496671,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.333454777325521,19.104416080510937,0.3361233817812952,2.70542429375654,,,,
2037,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.05,0.035,3.039141137963484,5.587968139338303,8.627109277301788,0.17766801934733895,0.07827332320896752,1.5327614179912614,16.579224911478082,18.111986329469342,0.08462690894909533,,24.21854532364086,0.9743460926299059,0.5584153253613555,5.394361250451178,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,220.4390553117926,60.78282275926968,159.6562325525229,0.2757352714712802,0.0807581906124268,0.3049606536178034,17.80225924729304,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.30972708217630185,17.799586147449006,0.3124001820203368,3.0178244757768766,,,,
2038,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.05,0.035,3.1174271576579056,5.815280049263724,8.93270720692163,0.15884990232262855,0.06998282410017903,1.418959667296141,15.365897359215307,16.784857026511446,0.08453808483771498,,25.637504990937,0.9026937256268042,0.5162659416693369,5.910627192120515,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,228.49940170355023,62.348543153158104,166.15085855039212,0.2728608595397884,0.07220450105574026,0.27266004437595254,16.49868529154001,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.2861717349714361,16.496036919283846,0.28882010722760043,3.306644583004477,,,,
2039,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.05,0.035,3.197778018863273,6.051461990124613,9.249240008987886,0.14114995415492745,0.06218494483748554,1.305529803236561,14.153618944135708,15.45914874737227,0.08445030347860995,,26.943034794173563,0.8311614463127412,0.47436835692381973,6.384995549044334,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,236.85447438082582,63.95556037726546,172.89891400356035,0.2700204863955185,0.06415907007042158,0.24227873105883407,15.196362818292279,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.26278592907999077,15.19376784839391,0.2653808989783606,3.5720254819828376,,,,
2040,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.05,0.035,3.2802496450383494,6.296851998473149,9.577101643511497,0.12451229371327449,0.05485506646109297,1.1924668927587874,12.942391837789085,14.134858730547872,0.0843635522286233,,28.13550168693235,0.7597482910722659,0.43271860168652143,6.817714150730856,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,245.51504999999977,65.60499290076699,179.9100570992328,0.2672137325217621,0.056596497142397506,0.21372079575006994,13.895291825740568,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.23956690480730458,13.892778393940027,0.24208033660784523,3.814105818590683,,,,
2041,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.05,0.035,3.334008794948584,6.4911362231580725,9.825145018106657,0.11569457613161875,0.050970337736307575,1.1367159883015352,12.350931714198657,13.487647702500192,0.08427829769684919,,29.272217675233883,0.7247612787950221,0.41195470950651314,7.229668860237369,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,252.1412108463452,66.68017589897168,185.4610349473735,0.2644556820963574,0.05258844369619035,0.19858550619713214,13.259713870082283,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.227933832417909,13.257183529349694,0.23046417315049794,4.044569991741181,,,,
2042,S3,"NATO→5%, nonNATO→3.5%",0.055,,,,,0.05,0.035,3.3886940970670225,6.691031269870666,10.079725366937689,0.10725830348912786,0.04725365818052487,1.0811342424940633,11.75985151097113,12.840985753465192,0.08419402242560037,,30.35335191772795,0.6898250843024566,0.3913091581916067,7.620978018428976,SA2,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2,SSP1-1.9,SA2 — AR6 pathways; evolving NATO GDP share from SSP Basic Drivers v3.2 — SSP1-1.9 — IMAGE 3.0.1 / SSP1-19 — S3: NATO 5%; non-NATO 3.5%,SA2_AR6_dynamic_v32_split,SSP1-1.9,258.9462039376452,67.77388194134045,191.17232199630473,0.26172958286602477,0.04875377431323994,0.18410495292365664,12.624604786046156,AR6 World GDP level and trajectory (unrebased),SSP Basic Drivers v3.2 / OECD ENV-Growth 2025,IMAGE 3.0.1,SSP1-19,0.21638096741903645,12.622071539092266,0.21891421437292635,4.263484206114107,,,,
