scenario_code,scenario,cum_E_mil_2026_2050_GtCO2e,cum_E_mil_CO2_Gt,pct_1p5_budget_used,pct_2C_budget_used,pct_1p5_budget_remaining
S0,Baseline,97.52804826479556,72.17075571594872,55.515965935345164,6.87340530628083,44.484034064654836
S1,"NATO→3.5%, nonNATO holds",110.87254239540329,82.04568137259844,63.1120625943065,7.8138744164379474,36.8879374056935
S2,"NATO→3.5%, nonNATO→3.5%",130.76961395483076,96.76951432657476,74.43808794351905,9.21614422157855,25.56191205648095
S3,"NATO→5%, nonNATO→3.5%",155.79054044972023,115.28499993279297,88.6807691790715,10.97952380312314,11.319230820928496
