input_file,input_format,world_GDP_basis,GDP_world_2025_PPP_trillion,GDP_NATO_2025_PPP_trillion,GDP_nonNATO_2025_PPP_trillion,s_NATO_GDP_2025_PPP,s_nonNATO_GDP_2025_PPP,PPP_bloc_split_source,fixed_MER_share_0.5018_used_in_SA3,original_MER_world_GDP_2025_trillion_for_comparison_only,original_MER_NATO_GDP_share_2025_for_comparison_only,global_military_burden_2025,NATO_military_burden_2025,implied_nonNATO_military_burden_2025_PPP,NATO_country_count,missing_NATO
C:\Users\jisig\Documents\military-ghg-model\data\inputs\IMF_WEO_PPP_2025.csv,IMF Data Explorer CSV export,explicit IMF World PPPGDP row,210.326761,70.47872500000001,139.84803599999998,0.3350915721086011,0.6649084278913989,2025 IMF PPPGDP country aggregation,False,117.17,0.5018,0.025,0.027,0.023992067003357848,32,
