year,scenario_code,scenario,s_mil_2025_assumed,g_world,d_mil,d_rest,epsilon,m_NATO,m_nonNATO,M_NATO,M_nonNATO,M_global,eta_mil,eta_rest,E_mil_Gt,E_rest_Gt,E_world_Gt,s_mil,analysis,GDP_valuation,GDP_world_2025_calibrated,s_NATO_GDP_2025_calibrated,m_nonNATO_2025_calibrated,cum_E_mil_Gt,E_mil_S0_Gt,incremental_E_mil_vs_S0_Gt,cum_incremental_E_mil_vs_S0_Gt
2030,S0,Baseline,0.055,0.03,0.01,0.01,0.0,0.027,0.023992067003357848,2.206012284419921,3.889646744549889,6.095659028969809,0.5421264818650917,0.23883893956294247,3.3046181840245836,56.77934879824057,60.08396698226515,0.055,SA3_PPP_recalibrated_original_reference,PPP,210.326761,0.3350915721086011,0.023992067003357848,18.89437371826743,3.3046181840245836,0.0,0.0
2031,S0,Baseline,0.055,0.03,0.01,0.01,0.0,0.027,0.023992067003357848,2.2721926529525183,4.006336146886386,6.278528799838904,0.5367052170464408,0.2364505501673131,3.3697191622498686,57.89790196956592,61.26762113181579,0.05500000000000001,SA3_PPP_recalibrated_original_reference,PPP,210.326761,0.3350915721086011,0.023992067003357848,22.2640928805173,3.3697191622498686,0.0,0.0
2032,S0,Baseline,0.055,0.03,0.01,0.01,0.0,0.027,0.023992067003357848,2.340358432541094,4.126526231292978,6.4668846638340725,0.5313381648759764,0.23408604466563993,3.4361026297461916,59.03849063836636,62.47459326811256,0.055000000000000014,SA3_PPP_recalibrated_original_reference,PPP,210.326761,0.3350915721086011,0.023992067003357848,25.70019551026349,3.4361026297461916,0.0,0.0
2033,S0,Baseline,0.055,0.03,0.01,0.01,0.0,0.027,0.023992067003357848,2.410569185517327,4.250322018231768,6.660891203749095,0.5260247832272167,0.23174518421898355,3.5037938515521923,60.2015489039422,63.705342755494385,0.055000000000000014,SA3_PPP_recalibrated_original_reference,PPP,210.326761,0.3350915721086011,0.023992067003357848,29.203989361815683,3.5037938515521923,0.0,0.0
2034,S0,Baseline,0.055,0.03,0.01,0.01,0.0,0.027,0.023992067003357848,2.482886261082847,4.377831678778721,6.860717939861567,0.5207645353949445,0.2294277323767937,3.57281859042777,61.38751941734985,64.96033800777762,0.055000000000000014,SA3_PPP_recalibrated_original_reference,PPP,210.326761,0.3350915721086011,0.023992067003357848,32.77680795224345,3.57281859042777,0.0,0.0
2035,S0,Baseline,0.055,0.03,0.01,0.01,0.0,0.027,0.023992067003357848,2.5573728489153322,4.509166629142082,7.066539478057415,0.515556890040995,0.22713345505302576,3.643203116659197,62.596853549871646,66.24005666653085,0.05500000000000001,SA3_PPP_recalibrated_original_reference,PPP,210.326761,0.3350915721086011,0.023992067003357848,36.42001106890265,3.643203116659197,0.0,0.0
2025,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.027,0.023992067003357848,1.9029255750000003,3.3552434500000006,5.258169025000001,0.570065356543003,0.2511476745609034,2.9975,51.5025,54.5,0.055,SA3_PPP_recalibrated_original_reference,PPP,210.326761,0.3350915721086011,0.023992067003357848,2.9975,2.9975,0.0,0.0
2026,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.02740877593256891,0.023992067003357848,1.9896876489842874,3.4559007535000004,5.4455884024842875,0.564364702977573,0.2486361978152944,3.073297881306161,52.50972114320078,55.58301902450694,0.055292028667084867,SA3_PPP_recalibrated_original_reference,PPP,210.326761,0.3350915721086011,0.023992067003357848,6.070797881306161,3.05655075,0.016747131306161123,0.016747131306161123
2027,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.028005016140972137,0.023992067003357848,2.093959683141443,3.5595777761050007,5.653537459246444,0.5587210559477973,0.24614983583714145,3.1587504190706,53.53318894427659,56.69193936334719,0.05571780493917649,SA3_PPP_recalibrated_original_reference,PPP,210.326761,0.3350915721086011,0.023992067003357848,9.229548300376761,3.1167647997750003,0.04198561929559963,0.05873275060176075
2028,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.028820930945768986,0.023992067003357848,2.2196153410900115,3.66636510938815,5.885980450478161,0.5531338453883193,0.24368833747877003,3.2557350004534573,54.572480154716516,57.82821515516997,0.05630011218083371,SA3_PPP_recalibrated_original_reference,PPP,210.326761,0.3350915721086011,0.023992067003357848,12.485283300830218,3.1781650663305676,0.0775699341228897,0.13630268472465046
2029,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.029845109579542582,0.023992067003357848,2.367446183471039,3.7763560626697954,6.143802246140835,0.5476025069344361,0.24125145410398233,3.3643615120961408,55.62795817093627,58.992319683032406,0.057030500413832876,SA3_PPP_recalibrated_original_reference,PPP,210.326761,0.3350915721086011,0.023992067003357848,15.849644812926359,3.2407749181372805,0.12358659395886029,0.25988927868351075
2030,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.030999999999995285,0.023992067003357848,2.532828919148413,3.889646744549889,6.422475663698302,0.5421264818650917,0.23883893956294247,3.4817941364249303,56.70129225977048,60.183086396195414,0.05785336620165493,SA3_PPP_recalibrated_original_reference,PPP,210.326761,0.3350915721086011,0.023992067003357848,19.331438949351288,3.3046181840245836,0.17717595240034667,0.4370652310838574
